Unnamed: 0,id,author,published_at,updated_at,like_count,sentiment_score,text,labeled_status,unique_tokens,token_count,compound_score,positive_score,negative_score,neutral_score
86,86,Empeiro,2023-03-07,2023-03-07,0,0.98669875,brother what a nice video thanks for the time and sharing,pos,"['nice', 'brother', 'thanks', 'sharing', 'time', 'video']",6,0.8176,0.548,0.0,0.452
87,87,denisaroxana4006,2023-03-03,2023-03-03,0,-0.023602016,can you get video data from videos posted in a certain week or a specific time frame,neutral,"['certain', 'specific', 'week', 'data', 'time', 'get', 'frame', 'videos', 'posted', 'video']",10,0.2732,0.13,0.0,0.87
88,88,manassr7840,2023-02-07,2023-02-07,0,0.20467591,is it possible to use the extracted data and implement an my model if so which would be the best suitable model,neutral,"['implement', 'best', 'data', 'model', 'possible', 'use', 'suitable', 'extracted', 'would']",9,0.6369,0.167,0.0,0.833
89,89,farsanarahman5370,2023-01-31,2023-01-31,0,-0.6350956,"i don't get channel id , any one please help on this",neg,"['get', 'id', 'help', 'please', 'one', 'channel']",6,0.6124,0.385,0.0,0.615
90,90,hassansemlali7450,2023-01-31,2023-01-31,0,0.97973186,nice content brother you help me a lot i really appreciate your efforts,pos,"['nice', 'brother', 'appreciate', 'help', 'content', 'really', 'efforts', 'lot']",8,0.8173,0.515,0.0,0.485
91,91,pranayjain._,2022-12-31,2022-12-31,0,0.8604164,thanks a lot,pos,"['thanks', 'lot']",2,0.4404,0.744,0.0,0.256
92,92,ronaldchrishton7969,2022-12-29,2022-12-29,0,0.8002871,the its useful for me,pos,['useful'],1,0.4404,0.42,0.0,0.58
93,93,ShrutiKhandelwal007,2022-12-29,2022-12-29,1,-0.25605345,can we also extract random channel names/ids using python code for the data analysis to know who's at the top in any field we have to search the channel name to find its id as of now i had to search googly for the top subscribers and then analyzed it can't we just randomly sample this whole couture dataset to get the channel and do the analysis,neutral,"['random', 'sample', 'googly', 'know', 'id', 'top', 'using', 'whole', 'data', 'randomly', 'search', 'ca', 'channel', 'also', 'name', 'subscribers', 'analyzed', 'couture', 'get', 'analysis', 'field', 'python', 'code', 'dataset', 'extract', 'find']",26,0.3818,0.053,0.0,0.947
94,94,jeeyuuni,2022-12-07,2022-12-07,2,0.9899368,thank you so much for this ! it was super easy to follow along you are a great teacher,pos,"['great', 'easy', 'follow', 'thank', 'teacher', 'along', 'super', 'much']",8,0.9286,0.513,0.0,0.487
95,95,novigrad7490,2022-12-05,2022-12-05,1,-0.20587659,can someone tell me how to scrape the duration of the video,neutral,"['scrape', 'tell', 'someone', 'video', 'duration']",5,0.0,0.0,0.0,1.0
96,96,jossyr6662,2022-12-04,2022-12-04,0,-0.3326886,can't we use pycharm?,neutral,"['pycharm', 'ca', 'use']",3,0.0,0.0,0.0,1.0
97,97,AK-Star007,2022-11-19,2022-11-19,2,0.29436457,this was exactly what i was looking for to the point explanation than,neutral,"['looking', 'explanation', 'exactly', 'point']",4,0.0,0.0,0.0,1.0
98,98,apusarkar864,2022-11-19,2022-11-19,0,-0.81206626,"i run the command ""get_channel_stats"" but i not getting proper result i get this output",neg,"['getting', 'result', 'run', 'get', 'output', 'proper', 'command']",7,0.0,0.0,0.0,1.0
99,99,apusarkar864,2022-11-19,2022-11-19,0,-0.62101436,"hi thoufiq, i trying to get channel id but its not showing instead of custom you told in your video how to get the channel id but its not working in that way so can you tell me any hack that how to get channeled from couture custom url?thanks",neg,"['hi', 'thanks', 'instead', 'tell', 'id', 'way', 'trying', 'channeled', 'told', 'thoufiq', 'showing', 'video', 'channel', 'url', 'hack', 'couture', 'get', 'custom', 'working']",19,0.0,0.0,0.0,1.0
100,100,zechariaparas9885,2022-11-17,2022-11-17,0,0.98340493,awesome video subscribed because of this keep up the good work godsend,pos,"['awesome', 'subscribed', 'godsend', 'good', 'keep', 'video', 'work']",7,0.8957,0.545,0.0,0.455
101,101,rajathratnakaran7893,2022-11-11,2022-11-11,0,-0.7580568,ism getting this error keyerror: 'commentcount'. please help,neg,"['keyerror', 'getting', 'ism', 'help', 'please', 'error']",6,0.2204,0.381,0.238,0.381
102,102,jarosawszyc8287,2022-11-05,2022-11-05,0,0.9602355,absolutely amazing video,pos,"['absolutely', 'video', 'amazing']",3,0.624,0.672,0.0,0.328
103,103,HarperWolf,2022-11-02,2022-11-02,0,-0.82811856,his i am about 22:00 minutes into the tutorial and i am getting an error that says redefining name ''youtube' from outer scope i and i am getting syntax errors do you know why this is or how to resolve the issue,neg,"['syntax', 'resolve', 'says', 'getting', 'youtube', 'name', 'tutorial', 'outer', 'know', 'issue', 'error', 'errors', 'minutes', 'redefining', 'scope']",15,-0.3612,0.061,0.119,0.82
104,104,kalheer,2022-11-02,2022-11-02,0,0.96224385,love this easy to follow,pos,"['easy', 'love', 'follow']",3,0.7964,0.703,0.0,0.297
105,105,ExcelNWithInisa,2022-10-29,2022-10-29,0,0.98041624,ism only 25 minutes in and have learned sooooooooo much already thank you i,pos,"['already', 'thank', 'ism', '25', 'much', 'minutes', 'learned', 'sooooooooo']",8,0.3612,0.172,0.0,0.828
106,106,digdra,2022-10-25,2022-10-25,2,0.949431,best tutorial about getting couture data i found here your code is cleaner than the one proposed in other tutorials thank you,pos,"['found', 'getting', 'tutorial', 'best', 'data', 'proposed', 'couture', 'thank', 'cleaner', 'tutorials', 'one', 'code']",12,0.8126,0.318,0.0,0.682
107,107,roshangupta7844,2022-10-24,2022-10-24,0,-0.084799185,i wanted to ask if it is possible to get video of a channel from specific country like if i wanted video of creator from india or china only then how can i do that what should be my approach,neutral,"['approach', 'ask', 'specific', 'possible', 'india', 'get', 'wanted', 'creator', 'china', 'video', 'country', 'channel', 'like']",13,0.3612,0.067,0.0,0.933
108,108,Wexler111,2022-10-18,2022-10-18,0,0.97916263,great tutorial thanks a lot,pos,"['great', 'tutorial', 'thanks', 'lot']",4,0.7906,0.778,0.0,0.222
109,109,martinbenum5653,2022-10-15,2022-10-15,0,-0.47212288,hi thoufiq. i am trying to follow your process on this and have hit a snag trying to get a channeled for any one using your hack of double clicking as found around 12:30 of your video seems couture may have locked that functionality,neutral,"['follow', 'may', 'hi', 'double', 'hit', 'around', 'trying', 'channeled', 'using', 'locked', 'thoufiq', 'clicking', 'video', 'seems', 'hack', 'couture', 'get', 'functionality', 'process', 'one', 'found', 'snag']",22,0.0,0.0,0.0,1.0
110,110,kamalgopalsingh244,2022-10-14,2022-10-14,0,0.041720152,hie where to learn myself for free from basic to advanced for data analyst and how to make project on mysql?please guide,neutral,"['free', 'project', 'hie', 'guide', 'mysql', 'data', 'analyst', 'please', 'basic', 'make', 'advanced', 'learn']",12,0.6486,0.209,0.0,0.791
111,111,YoussefMrabetYMF68,2022-10-09,2022-10-09,0,0.3690464,"hi thoufiq, i would like to follow your instructions but i didn't know how to do the part "" i already imported the build ? any help would be appreciated thank you !!!",neutral,"['follow', 'appreciated', 'hi', 'already', 'thoufiq', 'thank', 'part', 'know', 'instructions', 'imported', 'help', 'build', 'would', 'like']",14,0.931,0.366,0.0,0.634
112,112,pzuazu8636,2022-10-04,2022-10-04,0,0.9892199,wow i love how you bring it all together thank you again,pos,"['bring', 'thank', 'together', 'wow', 'love']",5,0.8885,0.568,0.0,0.432
113,113,ferdinandosomma8885,2022-10-01,2022-10-01,0,0.608286,it was very useful and easy to understand just subscribed anyway it'd like to ask you a question i have to do a project for my master course using couture paid but i need a large amount of data basically a lot of channel id of my country . is there any method or code that i can use in order to fetch all the ids because to me it's impossible to insert them manually one by one appreciate any help,pos,"['question', 'understand', 'anyway', 'id', 'course', 'insert', 'need', 'paid', 'like', 'lot', 'ids', 'using', 'project', 'ask', 'data', 'use', 'order', 'channel', 'useful', 'couture', 'help', 'one', 'country', 'fetch', 'code', 'easy', 'subscribed', 'impossible', 'appreciate', 'method', 'amount', 'basically', 'large', 'master', 'manually']",35,0.9007,0.161,0.0,0.839
114,114,saikiran-yz8uv,2022-09-29,2022-09-29,1,-0.7709872,"hi thoufiq, googleapiclient.http.httprequest at 0x1f1d108fb80this is what i getting when i trying to return the response and i unable to get the output to paste and see in son validatorso can u plus tell me what is the problem and issue with this",neg,"['hi', 'tell', 'output', 'son', 'validatorso', 'u', 'trying', 'thoufiq', 'plus', 'unable', 'return', '0x1f1d108fb80this', 'see', 'get', 'issue', 'problem', 'paste', 'getting', 'response']",19,-0.4019,0.0,0.066,0.934
115,115,gastonalvarez3386,2022-09-07,2022-09-07,0,0.75645286,his congrats for the tutorial is really clearly explained i have a question what if i want to extract the comments from every video of a given playlets of a channel how can i do that thank you,pos,"['question', 'want', 'clearly', 'extract', 'explained', 'tutorial', 'comments', 'playlets', 'thank', 'congrats', 'really', 'every', 'video', 'channel', 'given']",15,0.8479,0.267,0.0,0.733
116,116,arpittrivedi6636,2022-09-06,2022-09-06,1,0.46904314,super duper boss,neutral,"['boss', 'super', 'duper']",3,0.5994,0.661,0.0,0.339
117,117,785lucky,2022-09-04,2022-09-04,0,0.47272155,great video taufiq. i have one question i want to browse latest 50 videos from any you tube channel and extract data for same but how can i get link for latest 50 videos only,neutral,"['great', 'question', 'want', 'extract', 'browse', 'data', 'taufiq', 'latest', 'get', 'link', 'videos', 'one', 'video', '50', 'channel', 'tube']",16,0.4019,0.11,0.0,0.89
118,118,manasasm5061,2022-08-28,2022-08-28,1,0.78226507,thank you,pos,['thank'],1,0.3612,0.714,0.0,0.286
119,119,nandhu7039,2022-08-27,2022-08-27,0,-0.10595128,how to use random channel id,neutral,"['id', 'random', 'channel', 'use']",4,0.0,0.0,0.0,1.0
120,120,urvindarkaur0278,2022-08-22,2022-08-22,11,0.5713047,"i haven't found anything better on couture than your videos for data analysis only request i have is for you to make as many projects as you can from easiest to most difficult projects so that we can be thorough in this field even if i have to pay for it it'd be more than happy but , please don't stop here especially for projects...learning languages is slightly different than when we have to put together all of the learned tings in the project",pos,"['slightly', 'languages', 'anything', 'different', 'make', 'learning', 'project', 'data', 'put', 'many', 'videos', 'happy', 'better', 'easiest', 'stop', 'difficult', 'couture', 'tings', 'thorough', 'especially', 'analysis', 'please', 'field', 'learned', 'pay', 'request', 'found', 'projects', 'together', 'even']",30,0.707,0.111,0.055,0.835
121,121,animespot1448,2022-08-21,2022-08-21,0,0.9641906,great videos sir its very helpful!sorry for my bad english but i want to ask you about group in your videos around 1:03:10how can i show the number of uploaded videos per month in ordered years thank you in advanced,pos,"['years', 'around', 'group', 'helpful', 'want', 'ask', 'uploaded', 'videos', 'per', 'advanced', 'sorry', 'great', 'sir', 'month', 'thank', 'english', 'show', 'number', 'bad', 'ordered']",20,0.8043,0.251,0.049,0.7
122,122,toshifchhipa8938,2022-08-21,2022-08-21,0,-0.71301556,"getting this error "" attributeerror: function object has no attribute list's for ""get_video_ids""",neg,"['list', 'getting', 'attribute', 'function', 'error', 'attributeerror', 'object']",7,-0.5994,0.0,0.329,0.671
123,123,RenatoCosta1,2022-08-18,2022-08-18,0,-0.22710723,great tutorial i was wondering how you click and paste all the outcome after running a cells so quickly the copy and paste to the son formatter is really useful but dragging the mouse to copy the output is a pain have noticed you don't do that and tried to find a way to do the same but did not succeed,neutral,"['mouse', 'formatter', 'wondering', 'output', 'son', 'way', 'cells', 'dragging', 'great', 'useful', 'copy', 'quickly', 'paste', 'noticed', 'outcome', 'pain', 'tried', 'succeed', 'tutorial', 'running', 'click', 'find', 'really']",23,-0.6423,0.071,0.12,0.809
124,124,skipa9906,2022-08-17,2022-08-17,1,-0.068024725,hi i new to data analysis and i wanna know the first part you are doing by scrapping or collected data is that data engineering,neutral,"['hi', 'wan', 'collected', 'data', 'first', 'na', 'new', 'part', 'know', 'scrapping', 'analysis', 'engineering']",12,0.0,0.0,0.0,1.0
125,125,gowriu9387,2022-08-16,2022-08-16,0,-0.3389332,"his could you please help me out i have just started out with python and some aspects seem too overwhelming am working through it but would be really helpful if you could help with this one error.in jupyter, i am getting an error that no module is found for googleapiclient.discovery",neutral,"['helpful', 'overwhelming', 'getting', 'module', 'found', 'seem', 'jupyter', 'working', 'help', 'really', 'please', 'python', 'one', 'error', 'would', 'started', 'could', 'aspects']",18,0.5913,0.188,0.107,0.705
126,126,shraddhashrivastava2480,2022-08-10,2022-08-10,0,-0.047743507,26:30 output me fun me channel ids ki list ani chaiye..par e hi channel ka name a ha he how to solve this issue,neutral,"['list', 'hi', 'name', 'fun', 'ki', 'chaiye', 'ani', 'par', 'e', 'solve', 'output', 'issue', 'ha', 'channel', 'ids', 'ka']",16,0.7579,0.283,0.0,0.717
127,127,brainstalk4577,2022-08-01,2022-08-01,1,0.97593504,very useful ! thank u,pos,"['u', 'useful', 'thank']",3,0.7402,0.862,0.0,0.138
128,128,webscrapingfreelancer76,2022-08-01,2022-08-01,0,0.07844415,we can also scrape using octoparse:-https://youtu.be/jqtvpderm4w,neutral,"['using', 'octoparse', 'also', 'scrape']",4,0.0,0.0,0.0,1.0
129,129,khanofficial5370,2022-07-31,2022-07-31,1,0.9589832,assalamualaikum toufiq it's really a best ever vedic which i look in couture for web scrapping,pos,"['assalamualaikum', 'best', 'web', 'toufiq', 'couture', 'scrapping', 'really', 'look', 'ever', 'vedic']",10,0.6697,0.257,0.0,0.743
130,130,haileeyuuno6233,2022-07-20,2022-07-20,1,-0.75951475,i am stuck i wanted to do a live view counter display but the viewpoint does not return live data is there anyway to do this please help,neg,"['viewpoint', 'return', 'data', 'stuck', 'anyway', 'view', 'display', 'help', 'wanted', 'live', 'counter', 'please']",12,0.757,0.229,0.049,0.722
131,131,angelleung02,2022-07-19,2022-07-19,0,0.008173279,may i plus ask...could you plus just send out your codes,neutral,"['may', 'ask', 'send', 'plus', 'codes', 'could']",6,0.0,0.0,0.0,1.0
132,132,solkarim2950,2022-07-16,2022-07-16,0,0.95123816,you are a great teacher,pos,"['great', 'teacher']",2,0.6249,0.577,0.0,0.423
133,133,MichaelThompson-pe1wi,2022-07-14,2022-07-14,1,0.8980472,i had to do a project like this for my internship you are a lifesaver,pos,"['project', 'internship', 'lifesaver', 'like']",4,0.743,0.387,0.0,0.613
134,134,samsonkiflom5954,2022-07-11,2022-07-11,0,0.8849001,thanks for creating this project i watched it like an action movie i and going to learn bit by bit again by creating the same project again,pos,"['project', 'thanks', 'learn', 'going', 'creating', 'action', 'movie', 'bit', 'watched', 'like']",10,0.8316,0.318,0.0,0.682
135,135,rajeshjakkawar3338,2022-07-06,2022-07-06,3,0.9243469,project is done...........thank you,pos,"['project', 'thank', 'done']",3,0.0,0.0,0.0,1.0
136,136,yichienchong7474,2022-07-05,2022-07-05,1,0.9891637,"thank you thoufiq, this is a great project",pos,"['great', 'thoufiq', 'project', 'thank']",4,0.765,0.569,0.0,0.431
137,137,othmanebelaidi4095,2022-07-03,2022-07-03,1,-0.10676866,his is it legal to scrap couture comments ? thanks,neutral,"['thanks', 'comments', 'couture', 'legal', 'scrap']",5,0.5267,0.386,0.0,0.614
138,138,Thilina_madushan,2022-07-02,2022-07-02,1,0.21498534,"hey most of useful tutorial,please say how to input couture channel ids in googly sheet",neutral,"['useful', 'sheet', 'tutorial', 'googly', 'couture', 'say', 'please', 'hey', 'input', 'ids', 'channel']",11,0.4902,0.185,0.0,0.815
139,139,rafaangelsbnmkrtmtuoplertu1240,2022-07-01,2022-07-01,0,0.14639345,we,neutral,[],0,0.0,0.0,0.0,1.0
140,140,camsmith4046,2022-06-30,2022-06-30,0,-0.51985127,"please sir,traceback : file ""c:\users\pc\desktop\using couture api\main.py"", line 54, in module get_channel_stats file ""c:\users\pc\desktop\using couture api\main.py"", line 46, in get_channel_stats data dick keyerror: 'items'how is it error items????",neg,"['c', 'module', 'keyerror', 'dick', 'sir', '46', 'data', 'couture', 'line', '54', 'please', 'error', 'traceback', 'file', 'items']",15,-0.6868,0.069,0.209,0.722
141,141,shubhampaliwal107,2022-06-26,2022-06-26,0,0.19320522,"hi taufiq, it's an excellent video ism getting ""attributeerror: 'str' object has no attribute request "" this error can you please help me out in this",neutral,"['getting', 'hi', 'attribute', 'excellent', 'taufiq', 'request', 'ism', 'help', 'error', 'please', 'attributeerror', 'video', 'object']",13,0.5228,0.256,0.157,0.588
142,142,FomyernSC2,2022-06-22,2022-06-22,0,0.50397617,"hi sir thank you for your tutorial it's very helpful for my research project.however, i have a problem when i tried to scrape video data from channels that have more 40,000 videos uploaded the scraper returns only 20,000 video databank suggestion to fix this issue",pos,"['research', 'hi', 'suggestion', 'helpful', 'data', 'databank', 'uploaded', 'videos', 'video', 'channels', 'scrape', 'sir', 'thank', 'issue', 'problem', 'scraper', 'tried', 'tutorial', 'returns', 'fix']",20,0.4391,0.118,0.057,0.825
143,143,tmh3929,2022-06-20,2022-06-20,1,0.98989725,thanks a lot techtfq! it's a great project indeed,pos,"['great', 'project', 'thanks', 'techtfq', 'indeed', 'lot']",6,0.807,0.593,0.0,0.407
144,144,praveennavin8342,2022-06-15,2022-06-15,0,0.8897386,great video....just a small doubt...can we present this into excel using cs module,pos,"['great', 'using', 'module', 'cs', 'present', 'excel', 'doubt', 'small', 'video']",9,0.7964,0.415,0.0,0.585
145,145,rox_official9407,2022-06-14,2022-06-14,0,0.012949295,only getting in the form of /c/nameofchannel,neutral,"['form', 'getting']",2,0.0,0.0,0.0,1.0
146,146,rox_official9407,2022-06-14,2022-06-14,0,-0.81759894,sir i am not able to find channel id using your method,neg,"['using', 'sir', 'find', 'method', 'id', 'channel', 'able']",7,0.0,0.0,0.0,1.0
147,147,KingofZamunda.,2022-06-13,2022-06-13,9,0.8090892,this is impressive and easy to follow however couture disabled the dislike count and this will affect the function to get video details,pos,"['easy', 'follow', 'dislike', 'disabled', 'couture', 'affect', 'get', 'function', 'however', 'count', 'details', 'impressive', 'video']",13,0.5574,0.215,0.09,0.694
148,148,shivamdubey4783,2022-06-11,2022-06-11,0,0.8962976,sir extremely great tutorial just one question how do we use this in dang and make our own videostreming website,pos,"['great', 'question', 'dang', 'tutorial', 'sir', 'extremely', 'use', 'website', 'one', 'videostreming', 'make']",11,0.659,0.188,0.0,0.812
149,149,rox_official9407,2022-06-06,2022-06-06,1,0.08133507,can you please share the github link of this project sir ?,neutral,"['project', 'share', 'sir', 'link', 'github', 'please']",6,0.5423,0.333,0.0,0.667
150,150,direct_football,2022-05-29,2022-05-29,0,0.7695286,great video one thing can you write this project in another editor pycharm?,pos,"['great', 'thing', 'project', 'another', 'editor', 'pycharm', 'one', 'video', 'write']",9,0.6249,0.255,0.0,0.745
151,151,fahnub,2022-05-25,2022-05-25,0,0.96627825,thank you for this,pos,['thank'],1,0.3612,0.455,0.0,0.545
152,152,fahnub,2022-05-25,2022-05-25,0,0.98171955,this is such a good practice project definitely going on my github.,pos,"['project', 'practice', 'going', 'github', 'good', 'definitely']",6,0.6808,0.384,0.0,0.616
153,153,dimanaeem3849,2022-05-20,2022-05-20,0,-0.88220406,"hi toufiq,i am a beginner and trying to create a virtual environment i am not able to succeed it shows space error.please help",neg,"['hi', 'succeed', 'space', 'toufiq', 'virtual', 'help', 'beginner', 'environment', 'shows', 'create', 'trying', 'able']",12,0.2896,0.196,0.108,0.696
154,154,allrounder9620,2022-05-18,2022-05-18,0,0.029884163,is members only videos also run,neutral,"['run', 'videos', 'members', 'also']",4,0.0,0.0,0.0,1.0
155,155,dfmayes,2022-05-12,2022-05-12,0,0.7195036,"very helpful video but at 11:33 you don't need to do this you can pass fromusername""techtfq"" in the request instead of id",pos,"['helpful', 'video', 'request', 'instead', 'techtfq', 'fromusername', 'id', 'pass', 'need']",9,0.2609,0.089,0.0,0.911
156,156,sandyputrautama9279,2022-05-06,2022-05-06,0,0.98202705,thank you very awesome tutorial,pos,"['awesome', 'tutorial', 'thank']",3,0.7841,0.697,0.0,0.303
157,157,aravindr8034,2022-05-05,2022-05-05,0,-0.035175636,sir i got modulenot found error can any help me to how love this,neutral,"['found', 'sir', 'got', 'help', 'error', 'modulenot', 'love']",7,0.6369,0.352,0.138,0.51
158,158,abonthego,2022-05-04,2022-05-04,0,-0.14205423,in marplot my axis is coming in decimal how to change it???,neutral,"['decimal', 'marplot', 'coming', 'change', 'axis']",5,0.0,0.0,0.0,1.0
159,159,sabaamanollahi5901,2022-04-18,2022-04-18,0,0.9856084,thank you thoufiq for this incredible video,pos,"['incredible', 'thoufiq', 'video', 'thank']",4,0.3612,0.294,0.0,0.706
160,160,manvithapalchuri6183,2022-04-12,2022-04-12,0,-0.75118023,hi i was trucked in between by this error.can i get help please''str' object has no attribute request,neg,"['attribute', 'hi', 'trucked', 'get', 'str', 'help', 'please', 'request', 'object']",9,0.128,0.143,0.116,0.741
161,161,shubhangikalambe3435,2022-04-11,2022-04-11,1,0.92460173,thanks for valuable information,pos,"['valuable', 'information', 'thanks']",3,0.7184,0.75,0.0,0.25
162,162,ExiledGypsy,2022-04-05,2022-04-05,1,0.76573884,i used to be a c and sol programmer but now i am retired want to download all my comments i have made over the years on different couture into a table or database i can store locally.you seem to have done exactly what i need to toucan i access all the necessary codes that i can just copy and paste will be most grateful,pos,"['years', 'made', 'necessary', 'seem', 'done', 'download', 'different', 'programmer', 'need', 'want', 'exactly', 'used', 'toucan', 'codes', 'c', 'access', 'sol', 'retired', 'couture', 'database', 'copy', 'paste', 'table', 'grateful', 'comments', 'store']",26,0.7086,0.1,0.0,0.9
163,163,ahmedhassan_saver,2022-03-27,2022-03-27,0,-0.051818375,brow is there any way with is to get channel id for channels that have customurl?,neutral,"['brow', 'get', 'way', 'id', 'channel', 'channels', 'customurl']",7,0.0,0.0,0.0,1.0
164,164,TamaJoki,2022-03-20,2022-03-20,0,0.21344914,his i already running ) and succeed but i don't now where that file can you answer that thank you,neutral,"['answer', 'succeed', 'already', 'running', 'thank', 'file']",6,0.6542,0.263,0.0,0.737
165,165,taqihussain5312,2022-03-19,2022-03-19,1,0.031668466,sir please update portfolio project for data analyst,neutral,"['update', 'project', 'sir', 'data', 'analyst', 'portfolio', 'please']",7,0.3182,0.247,0.0,0.753
166,166,vaibhavshah8384,2022-03-16,2022-03-16,2,0.8750714,"hi thoufiq, thanks for sharing this informative & interesting video i was wondering can we extract the actual comments with replies instead of comment count in this example thanks in advanced",pos,"['informative', 'hi', 'thanks', 'extract', 'comment', 'sharing', 'thoufiq', 'interesting', 'wondering', 'comments', 'instead', 'actual', 'replies', 'count', 'example', 'video', 'advanced']",17,0.9062,0.357,0.0,0.643
167,167,vamseesworld1035,2022-03-10,2022-03-10,1,0.96055746,thank you brother great tutorial good explanation it worked for me can you please make a video on how to extract all the comments likes and dislikes for each comment user name comment date it will help me a lot thank you for your great explanation,pos,"['brother', 'comment', 'make', 'lot', 'video', 'great', 'explanation', 'name', 'dislikes', 'thank', 'help', 'please', 'good', 'extract', 'tutorial', 'worked', 'comments', 'likes', 'user', 'date']",20,0.9648,0.388,0.044,0.568
168,168,monikabhandari9092,2022-03-04,2022-03-04,1,-0.014364541,"hi thoufiq, this is very useful video your content is really helpful for people like us who are freshers and want to pursue career in data analytical actually i am trying the same project but i am sucked at the juster notebook it doesn't show the virtual environment kernel that i have created for this project i tried to solve this problem by installing spy kernel and displaying kernel name but still notebook doesn't show the virtual environment kernel that i have created can you please help me with this",neutral,"['hi', 'virtual', 'actually', 'people', 'trying', 'displaying', 'freshers', 'like', 'helpful', 'career', 'project', 'want', 'juster', 'thoufiq', 'data', 'environment', 'video', 'content', 'sucked', 'useful', 'created', 'name', 'analytical', 'problem', 'us', 'please', 'pursue', 'help', 'show', 'tried', 'notebook', 'installing', 'spy', 'kernel', 'solve', 'still', 'really']",37,0.8203,0.202,0.08,0.719
169,169,fbalseiro,2022-02-28,2022-02-28,1,0.9778955,his great tutorial congratulations for your work it really helped me a lot to know how to work with couture paid,pos,"['great', 'lot', 'helped', 'tutorial', 'couture', 'know', 'really', 'congratulations', 'paid', 'work']",10,0.8402,0.308,0.0,0.692
170,170,sameermehdi3143,2022-02-26,2022-02-26,1,0.9821016,thankyou so much for this wonderful tutorial and from my analysis you posted most video on can and few up,pos,"['wonderful', 'tutorial', 'thankyou', 'analysis', 'much', 'posted', 'video']",7,0.657,0.187,0.0,0.813
171,171,maryamazam402,2022-02-25,2022-02-25,0,0.95886904,amazing video thank you so much would like to know how to get video details of multiple channels at a time can you please suggest how to do it,pos,"['details', 'time', 'thank', 'get', 'know', 'suggest', 'much', 'please', 'amazing', 'multiple', 'video', 'channels', 'would', 'like']",14,0.885,0.321,0.0,0.679
172,172,gurusaini2607,2022-02-16,2022-02-16,0,-0.08158183,hi sir is it possible to scrape numbers from justdial?,neutral,"['hi', 'scrape', 'sir', 'possible', 'numbers', 'justdial']",6,0.0,0.0,0.0,1.0
173,173,justenjoy600,2022-02-12,2022-02-12,1,-0.34503987,his what to do if i don't have this 'yt-env' in new notebook drop menu in jupyter?,neutral,"['notebook', 'menu', 'jupyter', 'drop', 'new']",5,-0.2732,0.0,0.123,0.877
174,174,Rapha_Carpio,2022-02-11,2022-02-11,0,-0.13549988,"pro - thank you very much for this i got an issue though i run my project in visual studio i added 7 links to analyze 7 channels instead of 4 and it only shows me 4. and then it shows me all these errors --------------------------------------------------------------------------- indexerror traceback c:\users\utente\appdata\local\programs\python\yt-analysis-project.ipynb cell 14' in module ---- 1 playlist_id channel_data.loc'ken jeep 'playlist_id'].iloc file ~\appdata\local\programs\python\python310\lib\site-packages\pandas\core\indexing.py:967, in _locationindexer.__getitem__ 964 axis self.axis or 0 966 maybe_callable com.apply_if_callable i 967 return self._getitem_axis file ~\appdata\local\programs\python\python310\lib\site-packages\pandas\core\indexing.py:1520, in _ilocindexer._getitem_axis 1517 raise typeerror 1519 validate the location - 1520 self._validate_integer 1522 return self.obj._ixs file ~\appdata\local\programs\python\python310\lib\site-packages\pandas\core\indexing.py:1452, in _ilocindexer._validate_integer 1450 len_axis lend 1451 if key len_axis or key -len_axis: - 1452 raise indexerror indexerror: single positional indexer is out-of-bounds*can you help me please",neutral,"['1522', 'instead', 'got', 'much', 'jeep', 'positional', '7', 'axis', '14', 'file', 'lend', 'project', 'added', '1519', 'indexerror', 'location', 'run', '1', 'studio', 'analyze', 'validate', 'visual', 'channels', 'c', 'single', 'return', 'though', 'thank', 'issue', '964', '1520', 'indexer', 'errors', 'typeerror', 'shows', 'cell', '1450', 'help', 'please', 'traceback', '4', 'module', 'links', 'key', 'pro', '0', '966', '1517', '1452', '967', '1451', 'raise']",52,0.765,0.087,0.021,0.893
175,175,dataneeds2266,2022-02-05,2022-02-05,1,0.90566105,wow amazing,pos,"['wow', 'amazing']",2,0.8225,1.0,0.0,0.0
176,176,tharana,2022-01-27,2022-01-27,1,0.78262186,thanks for this informative video how to get all comments with permission using paid and can the above data be stored in the text file in real-time?,pos,"['informative', 'using', 'thanks', 'comments', 'permission', 'data', 'get', 'stored', 'text', 'video', 'paid', 'file']",12,0.4404,0.1,0.0,0.9
177,177,ananyapandey7576,2022-01-24,2022-01-24,0,-0.78164315,"hi taufiq,i'm not able to import google-api-python-client in juster notebook have tried almost everything can you please help",neg,"['tried', 'hi', 'notebook', 'taufiq', 'almost', 'help', 'please', 'everything', 'import', 'able', 'juster']",11,0.6124,0.238,0.0,0.762
178,178,ImranAhmed-vl5po,2022-01-21,2022-01-21,1,0.9743425,good work tafia thanks for sharing,pos,"['tafia', 'thanks', 'sharing', 'good', 'work']",5,0.8225,0.741,0.0,0.259
179,179,attaullaharif4371,2022-01-18,2022-01-18,1,-0.016839921,"i followed step by step instructions , but found 'pageinfo': how to fix it",neutral,"['found', 'instructions', 'followed', 'step', 'fix']",5,0.0,0.0,0.0,1.0
